source_experiment_id,process_pair,process_pair_label,channel_a,channel_b,encoder_mode,source_augmentation_code,augmentation_sequence,augmentation_file_name,classifier,classifier_label,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,random_encoder_accuracy,random_encoder_balanced_accuracy,random_encoder_precision,random_encoder_recall,random_encoder_f1,random_encoder_roc_auc,accuracy_gain_over_random_encoder,balanced_accuracy_gain_over_random_encoder,precision_gain_over_random_encoder,recall_gain_over_random_encoder,f1_gain_over_random_encoder,roc_auc_gain_over_random_encoder,process_pair_order,classifier_order,augmentation_order,accuracy_rank_within_pair_classifier,roc_auc_rank_within_pair_classifier
ttbar_dihiggs_exsc,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,exsc,Energy Noise → XYZ Noise → Spatial Shift → Spatial Crop,energy_noise_then_xyz_noise_then_spatial_shift_then_spatial_crop,knn,k-Nearest Neighbors,0.716,0.716,0.6914893617021277,0.78,0.7330827067669173,0.8031259999999999,0.672,0.6719999999999999,0.6487889273356401,0.75,0.6957328385899815,0.7435099999999999,0.04399999999999993,0.04400000000000004,0.04270043436648763,0.030000000000000027,0.03734986817693586,0.059616,2,1,15,14.0,12.0
ttbar_dihiggs_rexsc,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,rexsc,Rotation → Energy Noise → XYZ Noise → Spatial Shift → Spatial Crop,rotation_then_energy_noise_then_xyz_noise_then_spatial_shift_then_spatial_crop,knn,k-Nearest Neighbors,0.745,0.745,0.7306967984934086,0.776,0.7526673132880698,0.830754,0.672,0.6719999999999999,0.6487889273356401,0.75,0.6957328385899815,0.7435099999999999,0.07299999999999995,0.07300000000000006,0.08190787115776854,0.026000000000000023,0.05693447469808832,0.0872440000000001,2,1,16,8.0,5.0
ttbar_dihiggs_random,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,random,random,Random Untrained Encoder,random_untrained_encoder,gradient_boosting,Gradient Boosting,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.0,0.0,0.0,0.0,0.0,0.0,2,2,-1,,
ttbar_dihiggs_none,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,none,No Augmentation,no_augmentation,gradient_boosting,Gradient Boosting,0.705,0.7050000000000001,0.7167019027484144,0.678,0.696813977389517,0.771312,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,-0.0050000000000000044,-0.004999999999999893,0.0024161884627000862,-0.02199999999999991,-0.010256729681190069,0.0010079999999998979,2,2,0,17.0,17.0
ttbar_dihiggs_rex,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,rex,Rotation → Energy Noise → XYZ Noise,rotation_then_energy_noise_then_xyz_noise,gradient_boosting,Gradient Boosting,0.766,0.766,0.7929515418502202,0.72,0.7547169811320755,0.8402160000000001,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.05600000000000005,0.05600000000000005,0.07866582756450591,0.020000000000000018,0.047646274061368454,0.06991199999999997,2,2,1,5.0,9.0
ttbar_dihiggs_res,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,res,Rotation → Energy Noise → Spatial Shift,rotation_then_energy_noise_then_spatial_shift,gradient_boosting,Gradient Boosting,0.765,0.765,0.7825159914712153,0.734,0.7574819401444789,0.852668,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.05500000000000005,0.05500000000000005,0.06823027718550101,0.03400000000000003,0.05041123307377182,0.08236399999999988,2,2,2,7.0,3.0
ttbar_dihiggs_rec,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,rec,Rotation → Energy Noise → Spatial Crop,rotation_then_energy_noise_then_spatial_crop,gradient_boosting,Gradient Boosting,0.771,0.7709999999999999,0.7991169977924945,0.724,0.7597061909758657,0.8468879999999999,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.061000000000000054,0.06099999999999994,0.08483128350678015,0.02400000000000002,0.0526354839051586,0.07658399999999976,2,2,3,4.0,5.0
ttbar_dihiggs_rxs,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,rxs,Rotation → XYZ Noise → Spatial Shift,rotation_then_xyz_noise_then_spatial_shift,gradient_boosting,Gradient Boosting,0.782,0.782,0.8065217391304348,0.742,0.7729166666666667,0.857808,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.07200000000000006,0.07200000000000006,0.09223602484472049,0.04200000000000004,0.06584595959595962,0.08750399999999992,2,2,4,1.0,1.0
ttbar_dihiggs_rxc,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,rxc,Rotation → XYZ Noise → Spatial Crop,rotation_then_xyz_noise_then_spatial_crop,gradient_boosting,Gradient Boosting,0.781,0.7809999999999999,0.8047722342733189,0.742,0.7721123829344433,0.853984,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.07100000000000006,0.07099999999999995,0.0904865199876046,0.04200000000000004,0.06504167586373621,0.08367999999999987,2,2,5,2.0,2.0
ttbar_dihiggs_rsc,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,rsc,Rotation → Spatial Shift → Spatial Crop,rotation_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.764,0.764,0.7869565217391304,0.724,0.7541666666666667,0.8400159999999999,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.05400000000000005,0.05400000000000005,0.07267080745341614,0.02400000000000002,0.04709595959595958,0.06971199999999977,2,2,6,8.0,10.0
ttbar_dihiggs_exs,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,exs,Energy Noise → XYZ Noise → Spatial Shift,energy_noise_then_xyz_noise_then_spatial_shift,gradient_boosting,Gradient Boosting,0.742,0.742,0.7510373443983402,0.724,0.7372708757637475,0.803496,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.03200000000000003,0.03200000000000003,0.036751630112625944,0.02400000000000002,0.03020016869304043,0.03319199999999989,2,2,7,14.0,16.0
ttbar_dihiggs_exc,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,exc,Energy Noise → XYZ Noise → Spatial Crop,energy_noise_then_xyz_noise_then_spatial_crop,gradient_boosting,Gradient Boosting,0.757,0.757,0.7627811860940695,0.746,0.7542972699696663,0.8183120000000002,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.04700000000000004,0.04700000000000004,0.04849547180835523,0.04600000000000004,0.04722656289895921,0.04800800000000005,2,2,8,13.0,14.0
ttbar_dihiggs_esc,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,esc,Energy Noise → Spatial Shift → Spatial Crop,energy_noise_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.759,0.759,0.7846153846153846,0.714,0.7476439790575916,0.825592,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.049000000000000044,0.049000000000000044,0.0703296703296703,0.014000000000000012,0.04057327198688454,0.05528799999999989,2,2,9,11.0,12.0
ttbar_dihiggs_xsc,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,xsc,XYZ Noise → Spatial Shift → Spatial Crop,xyz_noise_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.739,0.739,0.7569892473118279,0.704,0.7295336787564767,0.8222759999999999,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.029000000000000026,0.029000000000000026,0.04270353302611363,0.0040000000000000036,0.022462971685769606,0.051971999999999796,2,2,10,15.0,13.0
ttbar_dihiggs_rexs,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,rexs,Rotation → Energy Noise → XYZ Noise → Spatial Shift,rotation_then_energy_noise_then_xyz_noise_then_spatial_shift,gradient_boosting,Gradient Boosting,0.758,0.758,0.7780172413793104,0.722,0.7489626556016598,0.8420799999999999,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.04800000000000004,0.04800000000000004,0.06373152709359609,0.02200000000000002,0.04189194853095268,0.07177599999999984,2,2,11,12.0,8.0
ttbar_dihiggs_rexc,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,rexc,Rotation → Energy Noise → XYZ Noise → Spatial Crop,rotation_then_energy_noise_then_xyz_noise_then_spatial_crop,gradient_boosting,Gradient Boosting,0.774,0.774,0.7952586206896551,0.738,0.7655601659751037,0.848832,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.06400000000000006,0.06400000000000006,0.08097290640394084,0.038000000000000034,0.05848945890439661,0.07852799999999993,2,2,12,3.0,4.0
ttbar_dihiggs_resc,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,resc,Rotation → Energy Noise → Spatial Shift → Spatial Crop,rotation_then_energy_noise_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.764,0.764,0.8,0.704,0.7489361702127659,0.8346560000000001,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.05400000000000005,0.05400000000000005,0.08571428571428574,0.0040000000000000036,0.041865463142058856,0.06435199999999996,2,2,13,8.0,11.0
ttbar_dihiggs_rxsc,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,rxsc,Rotation → XYZ Noise → Spatial Shift → Spatial Crop,rotation_then_xyz_noise_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.761,0.7609999999999999,0.7959183673469388,0.702,0.7460148777895855,0.84238,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.051000000000000045,0.050999999999999934,0.08163265306122447,0.0020000000000000018,0.03894417071887846,0.07207599999999992,2,2,14,10.0,7.0
ttbar_dihiggs_exsc,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,exsc,Energy Noise → XYZ Noise → Spatial Shift → Spatial Crop,energy_noise_then_xyz_noise_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.735,0.7350000000000001,0.7652370203160271,0.678,0.71898197242842,0.81482,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.025000000000000022,0.025000000000000133,0.05095130603031284,-0.02199999999999991,0.011911265357712919,0.04451599999999989,2,2,15,16.0,15.0
ttbar_dihiggs_rexsc,ttbar_vs_dihiggs,$t\bar{t}$ vs di-Higgs,ttbar,dihiggs,pretrained,rexsc,Rotation → Energy Noise → XYZ Noise → Spatial Shift → Spatial Crop,rotation_then_energy_noise_then_xyz_noise_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.766,0.766,0.812206572769953,0.692,0.7473002159827213,0.844816,0.71,0.71,0.7142857142857143,0.7,0.7070707070707071,0.7703040000000001,0.05600000000000005,0.05600000000000005,0.0979208584842387,-0.008000000000000007,0.04022950891201427,0.07451199999999991,2,2,16,5.0,6.0
