source_experiment_id,process_pair,process_pair_label,channel_a,channel_b,encoder_mode,source_augmentation_code,augmentation_sequence,augmentation_file_name,classifier,classifier_label,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,random_encoder_accuracy,random_encoder_balanced_accuracy,random_encoder_precision,random_encoder_recall,random_encoder_f1,random_encoder_roc_auc,accuracy_gain_over_random_encoder,balanced_accuracy_gain_over_random_encoder,precision_gain_over_random_encoder,recall_gain_over_random_encoder,f1_gain_over_random_encoder,roc_auc_gain_over_random_encoder,process_pair_order,classifier_order,augmentation_order,accuracy_rank_within_pair_classifier,roc_auc_rank_within_pair_classifier
ggf_ttbar_random,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,random,random,Random Untrained Encoder,random_untrained_encoder,logistic_regression,Logistic Regression,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,,
ggf_ttbar_none,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,none,No Augmentation,no_augmentation,logistic_regression,Logistic Regression,0.765,0.765,0.7874186550976139,0.726,0.7554630593132154,0.839364,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,-0.027000000000000024,-0.027000000000000024,-0.016748011569052812,-0.04600000000000004,-0.03229204272760089,-0.03166000000000013,0,0,0,17.0,17.0
ggf_ttbar_rex,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rex,Rotation → Energy Noise → XYZ Noise,rotation_then_energy_noise_then_xyz_noise,logistic_regression,Logistic Regression,0.88,0.88,0.8696498054474708,0.894,0.8816568047337278,0.94096,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.08799999999999997,0.08799999999999997,0.06548313878080414,0.122,0.09390170269291143,0.06993599999999989,0,0,1,11.0,11.0
ggf_ttbar_res,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,res,Rotation → Energy Noise → Spatial Shift,rotation_then_energy_noise_then_spatial_shift,logistic_regression,Logistic Regression,0.881,0.881,0.87279843444227,0.892,0.8822947576656776,0.943436,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.08899999999999997,0.08899999999999997,0.06863176777560331,0.12,0.09453965562486122,0.07241199999999992,0,0,2,10.0,10.0
ggf_ttbar_rec,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rec,Rotation → Energy Noise → Spatial Crop,rotation_then_energy_noise_then_spatial_crop,logistic_regression,Logistic Regression,0.905,0.905,0.8901734104046243,0.924,0.9067713444553483,0.9511,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.11299999999999999,0.11299999999999999,0.08600674373795758,0.15200000000000002,0.11901624241453201,0.08007599999999981,0,0,3,1.0,6.0
ggf_ttbar_rxs,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rxs,Rotation → XYZ Noise → Spatial Shift,rotation_then_xyz_noise_then_spatial_shift,logistic_regression,Logistic Regression,0.886,0.886,0.874031007751938,0.902,0.8877952755905512,0.949104,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.09399999999999997,0.09399999999999997,0.06986434108527129,0.13,0.10004017354973482,0.07807999999999982,0,0,4,9.0,9.0
ggf_ttbar_rxc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rxc,Rotation → XYZ Noise → Spatial Crop,rotation_then_xyz_noise_then_spatial_crop,logistic_regression,Logistic Regression,0.899,0.899,0.8888888888888888,0.912,0.9002961500493584,0.9506439999999999,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.10699999999999998,0.10699999999999998,0.08472222222222214,0.14,0.11254104800854203,0.0796199999999998,0,0,5,2.0,8.0
ggf_ttbar_rsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rsc,Rotation → Spatial Shift → Spatial Crop,rotation_then_spatial_shift_then_spatial_crop,logistic_regression,Logistic Regression,0.899,0.899,0.8950495049504951,0.904,0.8995024875621891,0.9546,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.10699999999999998,0.10699999999999998,0.09088283828382837,0.132,0.11174738552137276,0.08357599999999987,0,0,6,2.0,2.0
ggf_ttbar_exs,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,exs,Energy Noise → XYZ Noise → Spatial Shift,energy_noise_then_xyz_noise_then_spatial_shift,logistic_regression,Logistic Regression,0.871,0.871,0.863013698630137,0.882,0.8724035608308606,0.9394319999999999,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.07899999999999996,0.07899999999999996,0.0588470319634703,0.10999999999999999,0.08464845879004423,0.0684079999999998,0,0,7,12.0,12.0
ggf_ttbar_exc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,exc,Energy Noise → XYZ Noise → Spatial Crop,energy_noise_then_xyz_noise_then_spatial_crop,logistic_regression,Logistic Regression,0.857,0.857,0.8466019417475729,0.872,0.8591133004926108,0.936496,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.06499999999999995,0.06499999999999995,0.042435275080906165,0.09999999999999998,0.07135819845179447,0.06547199999999986,0,0,8,13.0,13.0
ggf_ttbar_esc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,esc,Energy Noise → Spatial Shift → Spatial Crop,energy_noise_then_spatial_shift_then_spatial_crop,logistic_regression,Logistic Regression,0.839,0.839,0.8356435643564356,0.844,0.8398009950248756,0.92402,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.04699999999999993,0.04699999999999993,0.03147689768976891,0.07199999999999995,0.05204589298405926,0.05299599999999982,0,0,9,16.0,14.0
ggf_ttbar_xsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,xsc,XYZ Noise → Spatial Shift → Spatial Crop,xyz_noise_then_spatial_shift_then_spatial_crop,logistic_regression,Logistic Regression,0.844,0.844,0.832046332046332,0.862,0.8467583497053045,0.92032,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.051999999999999935,0.051999999999999935,0.027879665379665353,0.08999999999999997,0.05900324766448817,0.049295999999999895,0,0,10,15.0,16.0
ggf_ttbar_rexs,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rexs,Rotation → Energy Noise → XYZ Noise → Spatial Shift,rotation_then_energy_noise_then_xyz_noise_then_spatial_shift,logistic_regression,Logistic Regression,0.893,0.893,0.875717017208413,0.916,0.895405669599218,0.9509480000000001,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.10099999999999998,0.10099999999999998,0.0715503505417463,0.14400000000000002,0.10765056755840163,0.079924,0,0,11,8.0,7.0
ggf_ttbar_rexc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rexc,Rotation → Energy Noise → XYZ Noise → Spatial Crop,rotation_then_energy_noise_then_xyz_noise_then_spatial_crop,logistic_regression,Logistic Regression,0.896,0.896,0.888235294117647,0.906,0.897029702970297,0.95192,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.10399999999999998,0.10399999999999998,0.08406862745098032,0.134,0.10927460092948071,0.08089599999999986,0,0,12,6.0,5.0
ggf_ttbar_resc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,resc,Rotation → Energy Noise → Spatial Shift → Spatial Crop,rotation_then_energy_noise_then_spatial_shift_then_spatial_crop,logistic_regression,Logistic Regression,0.897,0.897,0.8839458413926499,0.914,0.8987217305801377,0.951936,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.10499999999999998,0.10499999999999998,0.07977917472598317,0.14200000000000002,0.11096662853932138,0.08091199999999987,0,0,13,5.0,4.0
ggf_ttbar_rxsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rxsc,Rotation → XYZ Noise → Spatial Shift → Spatial Crop,rotation_then_xyz_noise_then_spatial_shift_then_spatial_crop,logistic_regression,Logistic Regression,0.896,0.896,0.8913043478260869,0.902,0.8966202783300199,0.9548760000000001,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.10399999999999998,0.10399999999999998,0.08713768115942022,0.13,0.10886517628920356,0.08385199999999993,0,0,14,6.0,1.0
ggf_ttbar_exsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,exsc,Energy Noise → XYZ Noise → Spatial Shift → Spatial Crop,energy_noise_then_xyz_noise_then_spatial_shift_then_spatial_crop,logistic_regression,Logistic Regression,0.857,0.857,0.8591549295774648,0.854,0.8565697091273822,0.920552,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.06499999999999995,0.06499999999999995,0.05498826291079806,0.08199999999999996,0.06881460708656584,0.049527999999999905,0,0,15,13.0,15.0
ggf_ttbar_rexsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rexsc,Rotation → Energy Noise → XYZ Noise → Spatial Shift → Spatial Crop,rotation_then_energy_noise_then_xyz_noise_then_spatial_shift_then_spatial_crop,logistic_regression,Logistic Regression,0.899,0.899,0.8829174664107485,0.92,0.901077375122429,0.95306,0.792,0.792,0.8041666666666667,0.772,0.7877551020408163,0.8710240000000001,0.10699999999999998,0.10699999999999998,0.07875079974408183,0.14800000000000002,0.11332227308161269,0.08203599999999989,0,0,16,2.0,3.0
ggf_ttbar_random,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,random,random,Random Untrained Encoder,random_untrained_encoder,knn,k-Nearest Neighbors,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,1,-1,,
ggf_ttbar_none,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,none,No Augmentation,no_augmentation,knn,k-Nearest Neighbors,0.683,0.683,0.7065462753950339,0.626,0.6638388123011665,0.74451,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,-0.030999999999999917,-0.030999999999999917,-0.05700052263452271,0.006000000000000005,-0.020487898515610614,-0.05410999999999988,0,1,0,17.0,17.0
ggf_ttbar_rex,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rex,Rotation → Energy Noise → XYZ Noise,rotation_then_energy_noise_then_xyz_noise,knn,k-Nearest Neighbors,0.856,0.856,0.8662551440329218,0.842,0.8539553752535497,0.9321559999999999,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.14200000000000002,0.14200000000000002,0.1027083460033652,0.22199999999999998,0.1696286644367726,0.133536,0,1,1,11.0,11.0
ggf_ttbar_res,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,res,Rotation → Energy Noise → Spatial Shift,rotation_then_energy_noise_then_spatial_shift,knn,k-Nearest Neighbors,0.872,0.872,0.8795918367346939,0.862,0.8707070707070707,0.937846,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.15800000000000003,0.15800000000000003,0.11604503870513727,0.242,0.18638035989029356,0.13922600000000007,0,1,2,6.0,9.0
ggf_ttbar_rec,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rec,Rotation → Energy Noise → Spatial Crop,rotation_then_energy_noise_then_spatial_crop,knn,k-Nearest Neighbors,0.87,0.87,0.9092920353982301,0.822,0.8634453781512605,0.9468300000000001,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.15600000000000003,0.15600000000000003,0.1457452373686735,0.20199999999999996,0.17911866733448345,0.14821000000000017,0,1,3,7.0,4.0
ggf_ttbar_rxs,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rxs,Rotation → XYZ Noise → Spatial Shift,rotation_then_xyz_noise_then_spatial_shift,knn,k-Nearest Neighbors,0.886,0.886,0.8938775510204081,0.876,0.8848484848484849,0.946294,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.17200000000000004,0.17200000000000004,0.1303307529908515,0.256,0.2005217740317078,0.14767400000000008,0,1,4,2.0,6.0
ggf_ttbar_rxc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rxc,Rotation → XYZ Noise → Spatial Crop,rotation_then_xyz_noise_then_spatial_crop,knn,k-Nearest Neighbors,0.874,0.874,0.9065217391304348,0.834,0.86875,0.9482880000000001,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.16000000000000003,0.16000000000000003,0.14297494110087816,0.21399999999999997,0.18442328918322293,0.14966800000000025,0,1,5,5.0,3.0
ggf_ttbar_rsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rsc,Rotation → Spatial Shift → Spatial Crop,rotation_then_spatial_shift_then_spatial_crop,knn,k-Nearest Neighbors,0.866,0.866,0.9030837004405287,0.82,0.859538784067086,0.9407679999999999,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.15200000000000002,0.15200000000000002,0.13953690241097205,0.19999999999999996,0.17521207325030885,0.14214800000000005,0,1,6,9.0,8.0
ggf_ttbar_exs,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,exs,Energy Noise → XYZ Noise → Spatial Shift,energy_noise_then_xyz_noise_then_spatial_shift,knn,k-Nearest Neighbors,0.813,0.813,0.8485523385300668,0.762,0.8029504741833509,0.8993159999999999,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.09899999999999998,0.09899999999999998,0.08500554050051023,0.14200000000000002,0.11862376336657376,0.10069600000000001,0,1,7,12.0,15.0
ggf_ttbar_exc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,exc,Energy Noise → XYZ Noise → Spatial Crop,energy_noise_then_xyz_noise_then_spatial_crop,knn,k-Nearest Neighbors,0.804,0.804,0.8486238532110092,0.74,0.7905982905982906,0.908124,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.09000000000000008,0.09000000000000008,0.08507705518145259,0.12,0.10627157978151347,0.10950400000000016,0,1,8,16.0,12.0
ggf_ttbar_esc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,esc,Energy Noise → Spatial Shift → Spatial Crop,energy_noise_then_spatial_shift_then_spatial_crop,knn,k-Nearest Neighbors,0.809,0.8089999999999999,0.87409200968523,0.722,0.7907995618838992,0.901502,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.09500000000000008,0.09499999999999997,0.11054521165567344,0.10199999999999998,0.10647285106712212,0.10288200000000014,0,1,9,14.0,13.0
ggf_ttbar_xsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,xsc,XYZ Noise → Spatial Shift → Spatial Crop,xyz_noise_then_spatial_shift_then_spatial_crop,knn,k-Nearest Neighbors,0.809,0.8089999999999999,0.8687350835322196,0.728,0.7921653971708379,0.8952720000000001,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.09500000000000008,0.09499999999999997,0.10518828550266301,0.10799999999999998,0.1078386863540608,0.09665200000000018,0,1,10,14.0,16.0
ggf_ttbar_rexs,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rexs,Rotation → Energy Noise → XYZ Noise → Spatial Shift,rotation_then_energy_noise_then_xyz_noise_then_spatial_shift,knn,k-Nearest Neighbors,0.896,0.896,0.8944223107569721,0.898,0.8962075848303394,0.9528660000000001,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.18200000000000005,0.18200000000000005,0.1308755127274155,0.278,0.21188087401356226,0.15424600000000022,0,1,11,1.0,1.0
ggf_ttbar_rexc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rexc,Rotation → Energy Noise → XYZ Noise → Spatial Crop,rotation_then_energy_noise_then_xyz_noise_then_spatial_crop,knn,k-Nearest Neighbors,0.877,0.877,0.8951781970649895,0.854,0.8741044012282497,0.943524,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.16300000000000003,0.16300000000000003,0.13163139903543286,0.23399999999999999,0.18977769041147263,0.14490400000000014,0,1,12,3.0,7.0
ggf_ttbar_resc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,resc,Rotation → Energy Noise → Spatial Shift → Spatial Crop,rotation_then_energy_noise_then_spatial_shift_then_spatial_crop,knn,k-Nearest Neighbors,0.862,0.8620000000000001,0.9022222222222223,0.812,0.8547368421052631,0.936676,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.14800000000000002,0.14800000000000013,0.13867542419266565,0.19200000000000006,0.17041013128848603,0.13805600000000007,0,1,13,10.0,10.0
ggf_ttbar_rxsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rxsc,Rotation → XYZ Noise → Spatial Shift → Spatial Crop,rotation_then_xyz_noise_then_spatial_shift_then_spatial_crop,knn,k-Nearest Neighbors,0.87,0.87,0.890295358649789,0.844,0.86652977412731,0.946472,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.15600000000000003,0.15600000000000003,0.12674856062023243,0.22399999999999998,0.18220306331053293,0.1478520000000001,0,1,14,7.0,5.0
ggf_ttbar_exsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,exsc,Energy Noise → XYZ Noise → Spatial Shift → Spatial Crop,energy_noise_then_xyz_noise_then_spatial_shift_then_spatial_crop,knn,k-Nearest Neighbors,0.81,0.81,0.8621495327102804,0.738,0.7952586206896551,0.9011539999999999,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.09600000000000009,0.09600000000000009,0.09860273468072378,0.118,0.11093190987287804,0.10253400000000001,0,1,15,13.0,14.0
ggf_ttbar_rexsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rexsc,Rotation → Energy Noise → XYZ Noise → Spatial Shift → Spatial Crop,rotation_then_energy_noise_then_xyz_noise_then_spatial_shift_then_spatial_crop,knn,k-Nearest Neighbors,0.876,0.876,0.9017094017094017,0.844,0.871900826446281,0.9511200000000001,0.714,0.714,0.7635467980295566,0.62,0.6843267108167771,0.7986199999999999,0.16200000000000003,0.16200000000000003,0.13816260367984512,0.22399999999999998,0.18757411562950388,0.1525000000000002,0,1,16,4.0,2.0
ggf_ttbar_random,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,random,random,Random Untrained Encoder,random_untrained_encoder,gradient_boosting,Gradient Boosting,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-1,,
ggf_ttbar_none,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,none,No Augmentation,no_augmentation,gradient_boosting,Gradient Boosting,0.739,0.739,0.7463917525773196,0.724,0.7350253807106599,0.801164,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,-0.039000000000000035,-0.039000000000000035,-0.031608247422680424,-0.05400000000000005,-0.0429746192893401,-0.05038799999999988,0,2,0,17.0,17.0
ggf_ttbar_rex,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rex,Rotation → Energy Noise → XYZ Noise,rotation_then_energy_noise_then_xyz_noise,gradient_boosting,Gradient Boosting,0.876,0.876,0.862934362934363,0.894,0.8781925343811395,0.93902,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.09799999999999998,0.09799999999999998,0.08493436293436296,0.11599999999999999,0.10019253438113951,0.0874680000000001,0,2,1,10.0,11.0
ggf_ttbar_res,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,res,Rotation → Energy Noise → Spatial Shift,rotation_then_energy_noise_then_spatial_shift,gradient_boosting,Gradient Boosting,0.887,0.887,0.8671726755218216,0.914,0.8899707887049659,0.9404,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.10899999999999999,0.10899999999999999,0.08917267552182162,0.136,0.1119707887049659,0.08884800000000015,0,2,2,6.0,10.0
ggf_ttbar_rec,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rec,Rotation → Energy Noise → Spatial Crop,rotation_then_energy_noise_then_spatial_crop,gradient_boosting,Gradient Boosting,0.891,0.891,0.8825831702544031,0.902,0.8921859545004945,0.9502959999999999,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.11299999999999999,0.11299999999999999,0.10458317025440311,0.124,0.11418595450049451,0.09874400000000005,0,2,3,4.0,5.0
ggf_ttbar_rxs,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rxs,Rotation → XYZ Noise → Spatial Shift,rotation_then_xyz_noise_then_spatial_shift,gradient_boosting,Gradient Boosting,0.889,0.889,0.8704761904761905,0.914,0.8917073170731707,0.950052,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.11099999999999999,0.11099999999999999,0.09247619047619049,0.136,0.11370731707317072,0.09850000000000014,0,2,4,5.0,6.0
ggf_ttbar_rxc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rxc,Rotation → XYZ Noise → Spatial Crop,rotation_then_xyz_noise_then_spatial_crop,gradient_boosting,Gradient Boosting,0.892,0.892,0.8904382470119522,0.894,0.8922155688622755,0.9522840000000001,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.11399999999999999,0.11399999999999999,0.11243824701195215,0.11599999999999999,0.11421556886227546,0.10073200000000027,0,2,5,2.0,3.0
ggf_ttbar_rsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rsc,Rotation → Spatial Shift → Spatial Crop,rotation_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.886,0.886,0.8799212598425197,0.894,0.8869047619047619,0.9477040000000001,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.10799999999999998,0.10799999999999998,0.10192125984251965,0.11599999999999999,0.10890476190476184,0.09615200000000024,0,2,6,7.0,7.0
ggf_ttbar_exs,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,exs,Energy Noise → XYZ Noise → Spatial Shift,energy_noise_then_xyz_noise_then_spatial_shift,gradient_boosting,Gradient Boosting,0.846,0.846,0.8314176245210728,0.868,0.8493150684931506,0.92248,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.06799999999999995,0.06799999999999995,0.05341762452107279,0.08999999999999997,0.07131506849315061,0.0709280000000001,0,2,7,14.0,14.0
ggf_ttbar_exc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,exc,Energy Noise → XYZ Noise → Spatial Crop,energy_noise_then_xyz_noise_then_spatial_crop,gradient_boosting,Gradient Boosting,0.855,0.855,0.8487229862475442,0.864,0.8562933597621407,0.9324239999999999,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.07699999999999996,0.07699999999999996,0.07072298624754414,0.08599999999999997,0.07829335976214069,0.08087200000000005,0,2,8,13.0,12.0
ggf_ttbar_esc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,esc,Energy Noise → Spatial Shift → Spatial Crop,energy_noise_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.829,0.829,0.827037773359841,0.832,0.8295114656031904,0.915052,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.050999999999999934,0.050999999999999934,0.04903777335984094,0.05399999999999994,0.05151146560319042,0.06350000000000011,0,2,9,16.0,16.0
ggf_ttbar_xsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,xsc,XYZ Noise → Spatial Shift → Spatial Crop,xyz_noise_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.838,0.838,0.8463114754098361,0.826,0.8360323886639676,0.9204279999999999,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.05999999999999994,0.05999999999999994,0.06831147540983606,0.04799999999999993,0.05803238866396754,0.06887600000000005,0,2,10,15.0,15.0
ggf_ttbar_rexs,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rexs,Rotation → Energy Noise → XYZ Noise → Spatial Shift,rotation_then_energy_noise_then_xyz_noise_then_spatial_shift,gradient_boosting,Gradient Boosting,0.893,0.893,0.8800773694390716,0.91,0.8947885939036382,0.9530200000000001,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.11499999999999999,0.11499999999999999,0.10207736943907153,0.132,0.11678859390363816,0.10146800000000022,0,2,11,1.0,2.0
ggf_ttbar_rexc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rexc,Rotation → Energy Noise → XYZ Noise → Spatial Crop,rotation_then_energy_noise_then_xyz_noise_then_spatial_crop,gradient_boosting,Gradient Boosting,0.886,0.886,0.8814229249011858,0.892,0.8866799204771372,0.947076,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.10799999999999998,0.10799999999999998,0.10342292490118576,0.11399999999999999,0.10867992047713715,0.09552400000000016,0,2,12,7.0,8.0
ggf_ttbar_resc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,resc,Rotation → Energy Noise → Spatial Shift → Spatial Crop,rotation_then_energy_noise_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.869,0.869,0.8667992047713717,0.872,0.8693918245264207,0.94194,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.09099999999999997,0.09099999999999997,0.08879920477137171,0.09399999999999997,0.0913918245264207,0.09038800000000013,0,2,13,11.0,9.0
ggf_ttbar_rxsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,rxsc,Rotation → XYZ Noise → Spatial Shift → Spatial Crop,rotation_then_xyz_noise_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.885,0.885,0.8811881188118812,0.89,0.8855721393034826,0.950428,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.10699999999999998,0.10699999999999998,0.10318811881188117,0.11199999999999999,0.10757213930348253,0.09887600000000019,0,2,14,9.0,4.0
ggf_ttbar_exsc,ggf_vs_ttbar,ggF vs $t\bar{t}$,ggf,ttbar,pretrained,exsc,Energy Noise → XYZ Noise → Spatial Shift → Spatial Crop,energy_noise_then_xyz_noise_then_spatial_shift_then_spatial_crop,gradient_boosting,Gradient Boosting,0.868,0.868,0.868,0.868,0.868,0.925648,0.778,0.778,0.778,0.778,0.778,0.8515519999999999,0.08999999999999997,0.08999999999999997,0.08999999999999997,0.08999999999999997,0.08999999999999997,0.07409600000000016,0,2,15,12.0,13.0
